Unnamed: 0,레시피일련번호,조리순서,레시피제목,요리명,등록자ID,등록자명,조회수,추천수,스크랩수,요리방법별명,요리상황별명,요리재료별명,요리종류별명,요리소개,요리재료내용,요리인분명,요리난이도명,요리시간명,최초등록일시
367,6835428,"[조리순서]
1.먼저 콩나물은 흐르는 물에 깨끗하게 씻어 줍니다.
2.물이 끓기 시작하면 소금 1T를 넣어
3.콩나물을 데쳐 줍니다.
4.콩나물은 3분간 데쳐주는 것이 좋습니다.
5.데친 콩나물은 흐르는 물에 헹궈준 후 체에 밭쳐 물기를 빼줍니다.
6.볼에 데친 콩나물, 다진마늘 1/2T, 간장 1/2T, 참기름 1T, 볶음참깨 1T를 넣고
7.무쳐주면서 소금으로 간을하면
8.콩나물무침 완성.",콩나물무침 만들기,콩나물무침,eheh1728,동주,10455,44,240,무침,일상,채소류,밑반찬,아삭아삭한 콩나물무침입니다.,[재료] 콩나물 [양념] 다진마늘 1/2T| 간장 1/2T| 참기름 1T| 볶음참깨 1T,2인분,초급,15분이내,20151002072442
368,556473,"[조리순서]
1.고춧가루(1), 간장(2), 다진마늘(0.5), 맛술(1), 소금(약간), 후춧가루(약간) 먼저 찌개용 돼지고기는 먹기좋게 썰어서 위 양념장재료를 넣어 버무려주세요. 순두부찌개에 해물을 넣는것도 맛있지만, 전 돼지고기를 넣는것도 참 감칠맛이 나면서 맛있드라구용. 고기 대신 해물을 준비하셔도 좋아용.
2.양파는 네모나게 썰고, 애호박은 반달썰고, 대파, 청양고추, 붉은고추는 어슷썰고
3.달걀(1개)와 물(1컵), 순두부(1팩)도 준비해주시구용.
4.달군 뚝배기에 참기름(1)을 둘러 양념한 돼지고기를 볶고
5.물(1컵)을 부어 센불에서 끓이고
6.물이 끓으면 양파와 애호박, 청양고추, 붉은고추, 대파를 넣고 불을 줄여 3분간 더 끓이고
7.순두부를 넣고 1분간 끓이고
8.마지막으로 달걀(1개)를 깨넣어 끓인 후 소금으로 간해 마무리.
9.보들보들 순두부찌개 완성. 순두부찌개는 자칫하면 입천장 홀라당 벗겨져용. 드실때 후후 불어가며 조심하며 드세용. 모쪼록 순두부찌개. 저녁메뉴로 어떠신감용?",순두부찌개,순두부찌개,ymgs1888,뽕브라,26757,44,404,끓이기,일상,콩/견과류,찌개,고기가 들어가서 해물을 넣는것과는 또 다른맛이 나용. 더 감칠맛이 좋다랄까용. 적극추천하는 보들보들 순두부찌개입니다. ,[재료] 순두부 1팩| 돼지고기 1줌| 양파 1/2개| 애호박 1/4개| 물 1컵| 달걀 1개| 청양고추 1개| 홍고추 1개| 대파 1/4뿌리 [양념장] 고춧가루 1큰술| 간장 2큰술| 다진 마늘 0.5큰술| 맛술 1큰술| 소금 약간| 후춧가루 약간,2인분,초급,30분이내,20080227220510
369,6839026,"[조리순서]
1.두부는 적당한 크기로 썰어주세요.
2.원래 한식조리에서는 두부에 소금 뿌려 간을 한 후 물기 닦아내고 프라이팬에 굽는데요.. 그렇게 하면 간이 세요. 그래서 전 그냥 두부를 자른 상태에서 프라이팬에 기름 두르고 앞뒤로 노릇하게 구웠어요. 이렇게 프라이팬에서 굽는 이유는 조림할 때 두부가 부서지지 않게 하기 위해서이고 이렇게 한 번 구워서 사용하면 고소한 맛이 나요. 또 한 번 익혀낸 것이라 조림할 때 그렇게 오랜 시간하지 않아도 돼서 태울 염려도 없어요.
3.두부를 구워서 냄비에 담아놓고 양념장을 만듭니다.
4.분량의 물과 간장을 섞고 설탕 대신 물엿을 넣어줍니다. 올리고당도 됩니다.
5.고춧가루 넣어줍니다. 다진마늘도 넣고
6.파 넣어서 섞어줍니다.
7.깨 넣어 두부조림 양념장 완성.
8.노릇노릇 구운 두부를 넓은 냄비에 담고
9.양념장을 부어줍니다.
10.중불에서 끓이다가
11.끓기 시작하면 약불로 줄이고 양념장을 끼얹으면서 조립니다.
12.한 번에 먹을 양이면 국물이 거의 남지 않도록 다 조려주시고 데워서 드실 거면 국물을 약간 남겨둡니다.
13.완성입니다.",만만한 서민 반찬 두부조림 맛있게 만드는 법,두부조림,simba21,핫이슈,17601,44,321,조림,일상,콩/견과류,밑반찬,두부조림  밥상에 자주 등장하는 반찬이 아닐까 싶은데요.. 정말 간단하고 맛있게 만드는 법 알려드릴게요.,[재료] 두부 2모| 식용유 [양념] 간장 50ml| 물 150ml| 파| 마늘| 볶음통깨| 고춧가루 3스푼| 물엿 3스푼,2인분,초급,30분이내,20151202110724
370,6327507,"[조리순서]
1.애호박은 가늘게 채 썰어 주세요.
2.볼에 애호박과 소금을 넣고 잘 섞은 후 10분 정도 놔두세요.
3.호박에 물이 생기면 부침가루와
4.달걀을 넣고 잘 섞어 주세요. 호박에서 나오는 물과 달걀만 있어서 전이 되니까 굳이 물은 안 넣으셔도 됩니다.
5.달군 팬에 호박전 반죽을 한 수저씩 떠서 앞뒤로 노릇노릇하게 부쳐 주세요.",호박전과 초간장 만들기,호박전,hsback2000,예쁜포비,67441,44,1588,부침,일상,채소류,밑반찬,애호박 한 개만 있으면 밑반찬 한 개 뚝딱 만들 수 있는 레시피입니다.,[재료] 애호박 1개| 부침가루 3큰술| 달걀 1개| 소금 1작은술| 식용유 적당량 [초간장 양념] 간장 2큰술| 물엿 0.5큰술| 식초 1큰술| 물 1큰술,2인분,초급,30분이내,20141028214838
371,2869434,"[조리순서]
1.잔멸치 1줌은 마른 후라이팬에 중불에서 볶아주세요.
2.볶은 잔멸치는 뜨거울때 접시에 옮겨담고 참기름 혹은 들기름 1작은술, 설탕 1작은술 또는1큰술, 깨 1작은술을 넣고 손으로 살살 섞어주면 끝.
3.통에 보관해 실온에 두면 절대 눅눅해 지지 않는 멸치볶음 완성입니다.
4.바삭한 멸치볶음 그냥 먹어도 맛있어요.",바삭바삭 멸치볶음의 비법,멸치볶음,kdlym,윤,29701,44,121,볶음,일상,건어물류,밑반찬,바삭바삭 눅눅해지지 않는 멸치볶음 소개해드릴게요.,[재료] 잔멸치 [양념] 참기름 혹은 들기름 1작은술| 설탕 0.5~1큰술| 깨 1작은술,2인분,초급,10분이내,20110909100924
372,6857742,"[조리순서]
1.새우맛 라면에 가장 중요한새우맛 튀김 부스러기를 만들어 준비합니다
2.건새우를 곱게 갈아 줍니다
3.갈은 새우에 밀가루도 동양으로넣어 주어요
4.물도 넣고 아주 묽게 잘 저어 준비합니다
5.180도 예열된 기름에 밀가루를 살짝 떨어뜨려 본 후에 반죽을 천천히 떨어뜨려 줍니다노릇하게 튀겨 내면 끝~
6.요고 몇 개 집어먹었는데 정말 맛있어요^^새우과자 먹는 느낌???
7.새우 맛 튀김 부스러기가 간간하기 때문에평상시 보다 물을 조금 더 넣어 줍니다라면 두봉에 물 반컵 정도~
8.라면 넣어 팔팔 끓여준 후에 라면이 쫄깃할 때 면부터 꺼내고
9.국물에 달걀과 파를 휘리릭 넣어서 익혀줍니다
10.면에 국물을 부어 주고마지막에 새우맛 튀김 부스러기를올려주면 끝!!!정말 새우탕 냄새가 진동을 해요^^",백종원 새우맛 라면 비법은 새우맛 튀김 부스러기~!,라면,mk9689,판교댁송블리,22031,44,350,끓이기,야식,가공식품류,면/만두,백종원 새우맛 라면 비법은~  새우맛 튀김 부스러기에 있다죠!!! 라면 두 개 끓여서 야참으로 먹었는데 남편과 아이들 난리 났네요~^^  정말 진한 새우 맛이 예술입니다!!!,[재료] 라면 2봉| 달걀 1개| 대파 1/2컵| 새우맛 튀김 부스러기 3큰술 [새우맛 튀김 부스러기] 새우 1/2컵| 튀김가루 1/2컵| 물 1컵,2인분,초급,30분이내,20161001102345
373,6858051,"[조리순서]
1.콩나물을 물에 넣어 맛소금1티스푼을 더해 5분정도 삶아줍니다.
2.콩나물을 건져내어 줍니다.
3.잘게 자른 대파, 청양고추와 고추가루,맛소금,들기름,다진마늘을 넣어 버무려줍니다.
4.기호에 따라 깨를 뿌려 완성.",콩나물 무침  매콤 콩나물 무침  초간단 밑반찬,콩나물무침,98587162,김쭈,51913,44,459,무침,일상,채소류,밑반찬,간단한 밑반찬 레시피 입니다.,[재료] 콩나물 200g| 대파 1/3개| 청양고추 1개 [양념] 맛소금 1티스푼| 다진마늘 1티스푼| 고춧가루 1T| 들기름 1+1/2T,2인분,초급,15분이내,20161007102328
374,6858151,"[조리순서]
1.총각김치 주재료로 절인 알타리와 쪽파 그외에 양념을 준비하면 됩니다.* 계량은 계량컵(200CC)와 밥숟가락
2.알타리를 구입할때 무가 단단하고 밑둥이 갈라지지 않고 잎이 싱싱한것으로 고릅니다.* 주문을 했더니 무도 크고, 잎도 누런것이 배달 되었어요. 단도 적고 ㅠㅠ
3.우청 우거지 누른것을 제거 합니다.
4.무청 부분 지저분한것을 칼로 도려 냅니다.(무청이 떨어지지 않게 조심)
5.무뿌리 부분도 깔끔하게 잘라 줍니다.(밑둥이라고 하죠?)
6.무 아래 부분이 벌레가 먹은것이 있어요..이부분도 살짝이 칼로 도려내어 줍니다.
7.무 밑쪽으로 벌레 먹은곳을 아주 얇게 도려 내어 줍니다.
8.군데군데 보아서 지저분한곳을 아주 살짝이 도려 냅니다.
9.손질한 알타리를 물에 담가 30분정도 두었다가 두어번 씻은후... 굵은소금 1컵을 뿌려 절여 줍니다.
10.소금을 뿌린후...물을 1컵정도 뿌려 소금이 잘 놀아 알타리가 잘 절여지게 합니다.
11.알타리 우거지 숨이 죽으면 위 아래 뒤집어 절여 줍니다.
12.절여진 알타리무를 깨끗하게 3번정도 씻어 줍니다.무청줄기부분쪽으로 미끄덩거리것을 중점적으로 씻어 줍니다.
13.씻은 알타리를 큰 대야나 바구니에 담아 물이 빠지도록 합니다.(물기제거)
14.물기가 제거된 절여진 알타리 무를 칼로 잘라 줍니다.* 여름철 오이소박이 담그는것처럼
15.+ 모양으로 잘라 줍니다.* 입맛 취향대로 다 잘라도 괜찮아요.
16.자른 모습의 알타리입니다.
17.찹쌀가루는 10숟가락+물400cc(2컵)을 넣어 준비를 합니다.* 찹쌀가루는 떡방앗간에서 만든 찹쌀가루가 더 구수하고 맛있어서 떡방앗간에서 판매하는것으로 준비를 했어요.
18.찹쌀풀을 중불에서 끓이다가 보글보글 끓기 시작하면 약불에서 5분정도 뜸을 들이듯이 끓여 사진처럼 투명해질때까지 쑤어 줍니다.* 알타리 절일때 쑤어서 식혀 둡니다.
19.총각김치 양념을 준비합니다.고춧가루 400cc(2컵)을 넣어 주고,
20.까나리액젓 100cc(반컵)을 넣어 줍니다.* 액젓은 마지막에 간을 보아 조절 합니다.
21.다진마늘 3숟가락, 다진생강 1숟가락, 새우젓 1숟가락을 넣어줍니다.
22.사과 1/2개를 갈아서 넣어 줍니다.* 냉장고에 있다면 갈아서 넣고, 아니면 생략가능(설탕을 1숟가락 넣어주어야 합니다.)
23.손질해둔 쪽파를 손가락크기로 썰어 줍니다.
24.쪽파를 넣고 잘 버무려 줍니다.
25.간을보아 약간 싱겁게 느껴져 굵은 소금 1숟가락정도 넣어 주었어요.* 굵은소금은 소금상태에 따라서 다를수 있어요.
26.양념이 만들어지면 손질해둔 알타리를 넣어 줍니다.
27.잘 버무려 줍니다.
28.통에 가지런히 넣어 줍니다.
29.무를 다 넣고 마지막에 남은 양념을 총각김치 위에 꾹꾹 눌러 담아 둡니다.
30.남은 양념을 무쪽으로 넣어 양념과 간이 잘 배이도록 합니다.
31.공기차단을 위해서 비닐팩을 덮어 김치통 뚜껑을 덮고 상온에서 2일정도 숙성시킨후 김치냉장고 1주일 보관후 먹어요..(숙성시키는 과정은 집집마다 다를수 있어요.)* 무가 맵다면 조금더 숙성기간이 필요합니다.",든든한 밑반찬 총각김치(2단레시피),총각김치,psastar629,엄마의집밥이야기,149752,44,4465,절임,일상,채소류,김치/젓갈/장류,요즘 김치 담그기 애매할때 딱 좋은 총각김치..  맛있는 가을무가 나오려면 한참 남아 깍두기 담그기 애매할때 담아서 먹으면 좋은 총각김치..  특히나 배추가 비쌀때 딱 좋은 김치인듯 합니다.  두어단 담아두면 밑반찬으로 든든하고  쌀쌀한 날씨에 보글보글 라면 끓여서 먹으면 더 맛있는 총각김치..  맛있게 한번 담아 볼까요?,[재료] 알타리 2단(24개정도)| 고춧가루 400cc| 쪽파 1주먹| 다진마늘 3숟가락| 다진생강 1숟가락| 찹쌀풀 2컵(쑤어놓은것)| 새우젓 1숟가락| 까나리액젓 100cc| 사과 1/2개 [알타리 절일때] 굵은소금(천일염) 200cc| 물 200cc [찹쌀풀 쑤기] 찹쌀가루 10숟가락| 물 400cc,6인분이상,아무나,2시간이상,20161010080732
375,654941,"[조리순서]
1.양배추+당근+양파도 원하시는 모양대로 썰어주세요. 대파는 어슷썰기해서 준비해주시구요. 양념장은 미리 분량의 재료대로 만들어두세요. 양념장은 각 가정의 입맛에 가감해서 만드세요. 달구어진 팬에 오일을 조금 두르고, 양파+양배추+당근을 넣고 미리 볶아주세요. 야채들이 살짝 밝은빛을 보일때 양념장을 넣고 볶아주세요. (아이들없이 어른들만 드신다면 고춧가루를 좀더 넣어도 될듯해요.) 멸치육수를 넣구요. 야채들과 양념장, 육수가 잘 어우러질때 떡볶이+어묵들+메추리알을 넣으세요.
2.뽀글뽀글 잘 끓고 있죠? 맛있게 맛있게
3.마지막에 어슷썰어둔 대파를 넣고 떡볶이를 마무리하세요. 접시에 담고 위에다 통깨도 좀 뿌려주구요.",떡볶이,떡볶이,hwa202,가시장미,63014,43,252,볶음,일상,쌀,밥/죽/떡,입이 즐거워지는 간식  떡볶이입니다.,[재료] 떡볶이떡 300g| 양배추 1/4개| 양파 (작은 크기) 1개| 당근 1/2개| 삶은 메추리알 20개| 사각어묵 1장| 동글어묵 4개| 대파 1대| 멸치육수 400ml [양념장] 고추장 4TS| 고춧가루 1TS| 진간장 2TS| 설탕 3TS,2인분,초급,15분이내,20080429224924
376,1669187,"[조리순서]
1.먼저 돼지고기와 불린 표고버섯은 레시피대로 양념을 해둡니다. 당근과 양파 새송이 버섯은 채썰고 시금치는 데쳐서 무쳐놓습니다.
2.채썬 당근, 양파, 새송이 버섯은 달군팬에 오일 2큰술 정도 두르고 소금 살짝 뿌려 센불에 재빨리 볶아서 넓은 볼에 담아 식힙니다.
3.야채 볶은후 팬 닦아서 기름 살짝만 두르고 (1큰술 정도) 양념한 돼지고기를 볶다가 거의 익으면 양념한 표고버섯을 넣어 같이 볶아줍니다.
4.물을 넉넉히 올려 보글보글 끓으면 마른당면 300g을 넣어 10분정도 삶아줍니다. 당면 삶는동안 가스불 옆에 약하게 켜놓아 팬 미리 달궈두고 당면에 양념할 간장과 설탕도 미리 설탕이 녹도록 잘섞어 둡니다. 당면볶을때 넓은 팬에 볶아야 골고루 잘 볶아진답니다.
5.삶은 당면은 찬물에 헹구지 말고 그냥 체에 받쳐 물기만 뺀뒤 재빨리 달군 팬에 오일 3큰술 두르고 골고루 잘 볶아줍니다.
6.팬에 오일 3큰술 두르고 삶은 당면 골고루 잘 볶다가 간장 4큰술과 설탕 2큰술 섞은 양념을 넣어 양념이 고루 잘베이도록 볶아준뒤 볶은당면도 넓은 볼에 담아 식혀줍니다. 절대 퍼지지 않는 잡채의 포인트는 삶은 당면을 찬물에 헹구지 않고 그냥 물기만 빼서 바로 재빨리 식용유에 볶아주는게 포인트랍니다. 잘 기억해두세요.
7.각각의 재료가 어느정도 식으면 한데 담고 간장 1큰술, 요리당 1큰술, 참기름 2큰술, 깨소금 2큰술을 넣어 골고루 잘 무쳐주면 끝~!!
8.번거롭지만 생일상이나 손님초대상에 빠지면 섭섭한 잡채완성~!! 요래 만든 잡채는 오래 두어도 퍼지지 않아서 손님오시기 몇시간 전에 미리 만들어 두어도 끄덕 없답니다. 남은 잡채는 냉장고에 넣었다가 먹기전에 전자렌지 돌려서 먹으면 방금 한 잡채 그대로랑 비슷하구요. 아님 팬에 아무것도 넣지 말고 그냥 잡채만 넣어 다시 볶아서 데워먹어도 금방 한것처럼 맛있답니다. 잡채 데울때 물 쫌 넣고 간장 쪼매 더넣어서 잡채 덮밥으로 먹어도 넘흐 맛있겠지요. 잡채 데울때 기름은 넣지 마세요. 늠흐 느끼해 진답니다.",절대 퍼지지 않는 맛있는 잡채 만드는 법 ,잡채,yamyam1103,으나,202071,43,2021,볶음,손님접대,기타,메인반찬,특별한 상차림을 더욱 풍성하게 해주는 잡채 만들어 볼까요?,[재료] 당면 300g| 돼지고기잡채용 200g| 불린표고버섯 가득 1줌| 당근 1개| 양파 1개| 시금치무침 2줌| 새송이버섯 3개| 당면볶기용도식용유 3큰술| 야채볶기용도식용유 2큰술| 야채간용도 소금| 돼지고기볶을용도식용유 1큰술 [당면 양념] 간장 4큰술| 설탕 2큰술 [고기 양념] 간장 1큰술| 다진마늘 2작은술| 설탕 2/3큰술| 후춧가루 약간| 다진파 1큰술 [표고버섯 양념] 간장0.5큰술| 설탕1작은술| 다진 파 0.5큰술| 참기름 0.5큰술| 후춧가루 약간| 다진 마늘 1작은술 [잡채무침양념] 참기름 2큰술| 간장 1큰술| 요리당 1큰술| 깨소금 2큰술,4인분,초급,60분이내,20100106112738
377,6692452,"[조리순서]
1.닭은 흐르는 물에 잘 씻어준 다음 닭다리와 가슴살 부분에 칼집을 내주세요. 튀길때 수월할 뿐 아니라 염지할때 간이 잘 베여서 튀겼을때 맛있게 나와요. 칼집까지 내준 손질된 닭은 200ml 우유한팩을 부어서 랩을 씌운 다음 냉장실에서 30분간 숙성
2.30분이 지나면 우유는 따라버리고 씻지 않은 상태에서 염지를 해주세요 (닭염지 - 허브솔트 1스푼, 후추 반스푼, 다진마늘 1스푼, 미림 1스푼) 염지한 닭은 다시 냉장실로 직행해서 3시간 동안 숙성해줍니다.
3.3시간이 지나면 냉장실에 숙성해 놓은 닭을 꺼내어 튀김가루를 묻혀주세요 튀김가루 + 전분을 1:1로 섞어 묻혀주었어요
4.닭을 튀기기 전에 양념소스부터 만들어 두는 것이 효율적이에요. 고추장 2스푼, 다진마늘 1스푼, 간장 1스푼, 물엿 4스푼, 자일로스 1스푼, 케찹 4스푼 식초 0.5스푼, 통깨 1스푼을 넣어 소스를 준비해 둡니다.
5.튀김옷을 묻힌 닭은 두번 튀기는데 1차는 중간불로 한번 튀겨내고 2차는 센불로 한번 튀겨냅니다. 양념소스는 올리브유를 살짝 두르고 빠르게 볶아서 준비해 둡니다.
6.노릇하게 튀겨진 닭은 반을 덜어 양념소스에 묻혀주면 양념치킨 이대로 그냥 먹으면 후라이드가 된답니다.
7.튀긴 닭 반정도를 볶아놓은 양념소스에 골고루 묻혀서 담습니다.",후라이드  양념치킨 만드는 방법,후라이드치킨,bobo1302,BOBO,49286,43,953,튀김,간식,닭고기,메인반찬,아이도 좋아하고 엄마아빠도 함께 즐길 수 있는 파티요리? 집에서 만들어 먹는 양념치킨 & 후라이드 도전!,[재료] 닭 1팩| 닭다리 1팩| 올리브유| 튀김가루| 전분가루| 우유| 허브솔트 1스푼| 후추 1/2스푼| 다진마늘 1스푼| 미림 1스푼 [양념] 고추장 2스푼| 다진마늘 1스푼| 간장 1스푼| 물엿 4스푼| 자일로스 1스푼| 케찹 4스푼| 식초 0.5스푼| 통깨 1스푼,2인분,중급,2시간이상,20150409075249
378,695402,"[조리순서]
1.양념장재료인 새우젓 1, 진간장 1, 맛술 1, 다진 마늘 0.5, 고춧가루 0.5, 참기름 0.5 을 한데 넣어 섞어줍니다. 이때 들어가는 간장이 진간장입니다. 국간장 아니고요. 본래 찌개나 국에는 국간장(조선간장)을 넣긴 하는데요. 이상하게 저는 순두부찌개에는 일반 진간장을 넣으면 더 맛이 있길래. 그래서 이 부분에서는 그냥 일반 간장을 넣어 주시면 되어요.
2.뚝배기에 순두부 1봉지를 으깨짐 없이 모양 그대로 살려 넣어 준비합니다. 으깨서 넣으면 먹는 것에는 지장이 없긴 하지만, 아무래도 쫌 지저분해 보이잖아요.
3.여기에 진하게 우린 멸치다시마육수 2분의 1컵을 넣어주세요. 저는 멸치랑 다시마랑, 그리고 건새우까지 넣어서 진하게 우린 육수를 사용했어요.
4.미리 만들어 놓은 양념장을 모두 끼얹어줍니다.
5.순두부가 안쪽까지 뜨겁게 익을 때까지 팔팔 끓여 주시면 되어요.
6.마지막으로 송송 썬 대파나 쪽파를 적당히 넣고, 취향 따라서 달걀 노른자를 올려 먹으면 끝. 간은 달걀을 넣지 않으면 쫌 짜다 싶기도 할겁니다. 달걀을 넣었을 때 간이 딱 맞고요. 혹 달걀 넣는것이 싫다 하시면, 양념장의 재료 중에서 새우젓이나 간장의 양을 조절해서 넣으시면 되어요.",간단 순두부찌개,순두부찌개,shriya,문성실,284973,43,1183,끓이기,일상,콩/견과류,찌개,아주 최소의 재료와 양념만으로 간단하게 끓여낸 순두부찌개!,[재료] 순두부 1봉지| 진한 멸치다시마 육수 1/2컵| 달걀 1개| 대파나 쪽파 적당량 [양념] 새우젓 1큰술| 진간장 1큰술| 맛술 1큰술| 다진 마늘 0.5큰술| 고춧가루 0.5큰술| 참기름 0.5큰술,1인분,초급,30분이내,20080611180918
379,421942,"[조리순서]
1.어묵은 펄펄 끓는 물에 샤워를 시켜주세요. 윗면에 끓는 물을 붓고 뒤집어서 한번 더 붓고 이렇게 하면 건강에 해로운 첨가물이 어느 정도 빠져나온다고 하네요. 그리고 먹기좋은 크기로 썰고 호박과 당근, 풋고추도 준비했어요.팬에 식용유를 두르고 마늘을 편으로 썰어 달달 볶다가 야채를 먼저 볶아요.
2.야채가 어느 정도 투명하게 익어가면 어묵과 풋고추와 붉은 고추를 넣고 양념을 합니다. 매콤한걸 좋아하시면 고춧가루를 더 첨가하고요. 진간장을 넣고 소금으로 간을 맞춥니다. 중불에서 양념이 잘 베이도록 달달 볶아주면 되는데요.. 생각보다 쉽게 타는 경향이 있어요. 그래서 너무 가스불을 세게 하지 않는게 좋답니다.
3.맨 마지막에 대파를 길쭉하게 썰어넣고 마무리.",만만한 반찬 어묵볶음,어묵볶음,wine59,김미경,24211,43,22,볶음,일상,가공식품류,밑반찬,부드러운 어묵볶음입니다.,[재료] 어묵 길쭉한것 5장| 돼지호박 1/5개| 풋고추 1개| 홍고추 1/2개| 양파 1/2개| 통마늘 3개| 식용유 2스푼 [양념] 진간장 2스푼| 소금 약간| 고춧가루 1스푼| 생강맛술 1스푼| 설탕 0.5스푼| 물엿(또는 올리고당) 1스푼| 후춧가루 약간| 깨소금 약간| 참기름 0.5스푼| 대파 1/4대,3인분,초급,30분이내,20080121073820
380,6869703,"[조리순서]
1.파프리카ᆞ호박ᆞ당근ᆞ양파 잘게 다져주시고 새우는 흐르는 물에 행궈 물기를 빼주시고 준비해주세요
2.궁중팬에 위 재료 모두 투하해 주시고 후추톡톡ᆞ굴소스 반큰술 올리브유 적당량을 두르고
3.슥슥슥~~~ 볶아주세요
4.야채와 새우가 익음 밥1인분량을 투하~
5.고루 볶아주시면 초간단 새우볶음밥 만들기 끝",누구나 쉽게 만들수 있는 초간단 새우볶음밥~*,새우볶음밥,62299079,밥차리라,22581,43,781,볶음,일상,해물류,밥/죽/떡,굴소스 하나로 휘리릭~~ 볶아 맛나게 냠 냠~~,[재료] 새우 2줌| 양파| 당근| 쥬키니호박| 파프리카(홍ㆍ노랑) 적당량| 밥 1인분량 [양념] 굴소스 1/2큰술| 후추 톡톡| 올리브유 적당량두르기,1인분,아무나,10분이내,20170512204941
381,6830239,"[조리순서]
1.만들기전 미리 다듬으셔야 되는데, 꺠끗한 상태의 콩나물이라면 다듬일 필요가 없겠지만, 줄기 끝부분이 너무 시들어져있거나 변색되어 있는 경우는 끝부분을 떼어주시거나 검게 변해있는 머리부분도 뗴어주시면 되세요. 손질이후 두어번 헹궈주시면 되구요.콩나물 손질법 레시피
2.전 물 1.5L를 사용했구요. 끓일때부터 소금 1/2스푼을 넣고 함께 끓여줬어요.
3.물과 콩나물 소금을 넣고 뚜겅을 닫으신후 끓여주셔야하는데, 스텐냄비의 경우 끓은 상태를 짐작하기 어렵기 때문에 뜸구멍 사이로 수증기가 배출되는게 보이시면 약 5분정도 더 끓여주시면 되요.
4.야채는 대파 송송 썰어서 넣어주시면 되구요.
5.끓여지기 시작하면 대파와 다진마늘을 넣고 간을 해주시면 되는데요. 간은 추가로 소금을 넣으시거나 국간장을 넣고 간을 해주시면 되세요.
6.완성된 콩나물국이에요.",시원한 콩나물국 끓이기,콩나물국,zizibevv7,러블리다담,25637,43,552,끓이기,초스피드,채소류,국/탕,육수없이 시원한 콩나물국 만드는 방법,[재료] 콩나물 1봉지(300g)| 물 1.5L| 대파 1/2개| 다진마늘 1/2스푼| 소금 2/3스푼,2인분,초급,15분이내,20150714131949
382,6778614,"[조리순서]
1.일단 계란과 동일양의 물을 준비합니다. 물대신 우유를 넣으면 더 부드럽다는데~전 비리더라고요. 신랑도 우유보단 물 넣은것이 더 맛나대요. 우유안넣어도 입에 넣으면 스르륵 녹듯이 부드러우니까 전 안넣는것을 더 강추.
2.물과 계란(같은 비율 1:1)을 합쳐지도록 져어주세요. 소금 살짝 쳐주세요. 대충 섞이면되요. 팔아프게 안저어도 되요. 소금은 계란물 살짝 찍어 먹어봐서 살짝 짭짤할정도로. 저는 티스푼의 1/2정도 넣어요. 계란은 왕란이구요.
3.거름망에 거른다 거름망에 거르면 완전 부드러운 찜을 할수있어요. 진짜 푸딩같아요.
4.거름망 거르는것 3회해주기. 이렇게 알끈같은거가 다 분리되니 식감이 살지요.
5.물에 중탕해주기. 강불(뚜껑 덮지 마세요) 처음부터 같이 끓이는거예요. 물양은 컵이 반쯤잠길 정도면 되요.
6.물이 보글 보글 끓으면 불을 꺼주세요.
7.불을 끈 냄비에 뚜껑 덮고 7분기다리기 뚜껑을 덮고 오로지 잔열에 의해 서서히 익히는거예요. 딱 7분만 기다리면 완성된답니다.",탱글탱글 부드러운 계란찜,계란찜,jhdy1019,아라리맘,211526,42,9653,찜,일상,달걀/유제품,밑반찬,손님 대접때 개인당 예쁜 커피컵에 만들어서 드렸더니 일식 계란찜같다고 꼭 푸딩같다고 좋아하시네요~ 만드는 방법 알려드릴게요~,[재료] 계란 1개| 물,1인분,아무나,10분이내,20150518225909
383,6838750,"[조리순서]
1.제육볶음 황금레시피 양념장을 만들어 주세요~설탕 1.5~2큰술은 고기에 바로 넣을꺼라 설탕을 빼고 만들어 주세요☆
2.먼저 대파를 썰어서 달군팬에 오일 살짝 두르고 파기름을 만들어 주세요번거롭지만 이렇게 하면 파향이 살짝 나면서 더 맛나요
3.고기를 넣어서 같이 살짝 볶으면서 파향을 입혀주세요
4.고기가 반쯤 익으면 설탕을 넣어서 볶아요백주부님 팁인데 이렇게 하면 카라멜향도 나고, 숯불맛도 난대요~
5.이제 준비해둔 야채를 몽땅 넣고~ 양념장도 넣어서 잘 비벼가며 볶는겁니당~
6.양념을 잘 섞어서 물을 조금 넣고 볶아주세요
7.야채에서 물이 조금 나오기는 하지만 물을 좀 넣어줘야 야채가 골고루 잘 익고 양념도 더 잘 베어들어요^^
8.매운맛을 원하시면 야채가 반쯤 익었을때청양고추를 넣어주면 된답니다~
9.거의 다 완성 되어가면 간을 보고 간은 간장으로, 단맛은 설탕으로 조절해 주세요기호에 따라 매실청이나 참기름을 약간 넣어줘도 좋아요~",제육볶음 황금레시피 랍니다♡,제육볶음,blingbarbie,책읽어주는영어신동,10212,42,255,볶음,일상,돼지고기,메인반찬,백종원 레시피 응용,[재료] 돼지고기 500g| 양배추 1줌| 당근| 양파| 대파| 청양고추| 버섯 [양념] 고기양념 설탕 1.5~2큰술| 고춧가루 2큰술| 고추장 2큰술| 간장 2큰술| 굴소스 1큰술| 다진마늘 1큰술| 맛술 1큰술| 후추| 매실청| 참기름,2인분,아무나,30분이내,20151126202118
